soh_file	kind	index	soh_name	oot_name	verdict	body_match
soh/src/boot/idle.c	data	6	D_80013960	D_80013960	BOTH	0.00
soh/src/boot/idle.c	data	7	D_80009430	D_80009430	BOTH	0.00
soh/src/boot/z_locale.c	func	2	func_80001F48	func_80001F48	BOTH	0.00
soh/src/boot/z_locale.c	func	3	func_80001F8C	func_80001F8C	BOTH	0.00
soh/src/code/PreRender.c	func	6	func_800C170C	func_800C170C	BOTH	0.00
soh/src/code/PreRender.c	func	7	func_800C1AE8	func_800C1AE8	BOTH	0.00
soh/src/code/PreRender.c	func	14	func_800C213C	func_800C213C	BOTH	0.00
soh/src/code/PreRender.c	func	18	func_800C2FE4	func_800C2FE4	BOTH	0.00
soh/src/code/audio_data.c	data	5	D_8012EA90	-	UNSAFE	0.00
soh/src/code/audio_data.c	data	17	D_8012FBA4	D_8012FBA4	BOTH	0.00
soh/src/code/audio_data.c	data	18	D_8012FBA8	D_8012FBA8	BOTH	0.00
soh/src/code/audio_data.c	data	24	D_80130418	-	UNSAFE	0.00
soh/src/code/audio_general.c	func	45	func_800F3138	func_800F3138	BOTH	0.00
soh/src/code/audio_general.c	func	46	func_800F3140	func_800F3140	BOTH	0.00
soh/src/code/audio_general.c	func	47	func_800F314C	func_800F314C	BOTH	0.00
soh/src/code/audio_general.c	func	52	func_800F37B8	func_800F37B8	BOTH	0.00
soh/src/code/audio_general.c	func	53	func_800F3990	func_800F3990	BOTH	0.00
soh/src/code/audio_general.c	func	58	func_800F3F84	func_800F3F84	BOTH	0.00
soh/src/code/audio_general.c	func	59	func_800F4010	func_800F4010	BOTH	0.00
soh/src/code/audio_general.c	func	60	func_800F4138	func_800F4138	BOTH	0.00
soh/src/code/audio_general.c	func	61	func_800F4190	func_800F4190	BOTH	0.00
soh/src/code/audio_general.c	func	64	func_800F436C	func_800F436C	BOTH	0.00
soh/src/code/audio_general.c	func	65	func_800F4414	func_800F4414	BOTH	0.00
soh/src/code/audio_general.c	func	66	func_800F44EC	func_800F44EC	BOTH	0.00
soh/src/code/audio_general.c	func	67	func_800F4524	func_800F4524	BOTH	0.00
soh/src/code/audio_general.c	func	68	func_800F4578	func_800F4578	BOTH	0.00
soh/src/code/audio_general.c	func	69	func_800F45D0	func_800F45D0	BOTH	0.00
soh/src/code/audio_general.c	func	83	func_800F4C58	func_800F4C58	BOTH	0.00
soh/src/code/audio_general.c	func	84	func_800F4E30	func_800F4E30	BOTH	0.00
soh/src/code/audio_general.c	func	99	func_800F5ACC	func_800F5ACC	BOTH	0.00
soh/src/code/audio_general.c	func	102	func_800F5BF0	func_800F5BF0	BOTH	0.00
soh/src/code/audio_general.c	func	103	func_800F5C2C	func_800F5C2C	BOTH	0.00
soh/src/code/audio_general.c	func	110	func_800F64E0	func_800F64E0	BOTH	0.00
soh/src/code/audio_general.c	func	120	func_800F6964	func_800F6964	BOTH	0.00
soh/src/code/audio_general.c	func	122	func_800F6B3C	func_800F6B3C	BOTH	0.00
soh/src/code/audio_general.c	func	124	func_800F6BB8	func_800F6BB8	BOTH	0.00
soh/src/code/audio_general.c	func	125	func_800F6BDC	func_800F6BDC	BOTH	0.00
soh/src/code/audio_general.c	func	133	func_800F7170	func_800F7170	BOTH	0.00
soh/src/code/audio_general.c	func	134	func_800F71BC	func_800F71BC	BOTH	0.00
soh/src/code/audio_general.c	func	135	func_800F7208	func_800F7208	BOTH	0.00
soh/src/code/audio_general.c	data	3	D_801305B0	D_801305B0	BOTH	0.00
soh/src/code/audio_general.c	data	4	D_801305B4	D_801305B4	BOTH	0.00
soh/src/code/audio_general.c	data	5	D_801305B8	D_801305B8	BOTH	0.00
soh/src/code/audio_general.c	data	6	D_801305BC	D_801305BC	BOTH	0.00
soh/src/code/audio_general.c	data	7	D_801305C0	D_801305C0	BOTH	0.00
soh/src/code/audio_general.c	data	17	D_80130608	D_80130608	BOTH	0.00
soh/src/code/audio_general.c	data	34	D_80130650	D_80130650	BOTH	0.00
soh/src/code/audio_general.c	data	91	D_8016B7A8	D_8016B7A8	BOTH	0.00
soh/src/code/audio_general.c	data	92	D_8016B7AC	D_8016B7AC	BOTH	0.00
soh/src/code/audio_general.c	data	93	D_8016B7B0	D_8016B7B0	BOTH	0.00
soh/src/code/audio_general.c	data	94	D_8016B7B4	D_8016B7B4	BOTH	0.00
soh/src/code/audio_general.c	data	97	D_8016B7D8	D_8016B7D8	BOTH	0.00
soh/src/code/audio_general.c	data	98	D_8016B7DC	D_8016B7DC	BOTH	0.00
soh/src/code/audio_general.c	data	99	D_8016B7E0	D_8016B7E0	BOTH	0.00
soh/src/code/audio_general.c	data	100	D_8016B7E4	D_8016B7E4	BOTH	0.00
soh/src/code/audio_general.c	data	111	D_8016B9F3	D_8016B9F3	BOTH	0.00
soh/src/code/audio_general.c	data	123	D_8016BA1C	-	UNSAFE	0.00
soh/src/code/audio_general.c	data	143	D_80131C8C	-	UNSAFE	0.00
soh/src/code/audio_init_params.c	data	0	D_8016F0E0	D_8016F0E0	BOTH	0.00
soh/src/code/audio_init_params.c	data	2	D_801755D8	D_801755D8	BOTH	0.00
soh/src/code/audio_init_params.c	data	3	D_8014A6C0	D_8014A6C0	BOTH	0.00
soh/src/code/audio_init_params.c	data	4	D_8014A6C4	D_8014A6C4	BOTH	0.00
soh/src/code/audio_init_params.c	data	5	D_80133420	D_80133420	BOTH	0.00
soh/src/code/audio_load.c	data	4	D_8016B780	D_8016B780	BOTH	0.00
soh/src/code/audio_seqplayer.c	data	1	D_80130520	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	2	D_8013338C	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	3	D_80133390	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	4	D_80133398	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	5	D_8016BAD0	D_8016BAD0	BOTH	0.00
soh/src/code/audio_sfx.c	data	6	D_8016BC80	D_8016BC80	BOTH	0.00
soh/src/code/audio_sfx.c	data	7	D_8016BEC0	D_8016BEC0	BOTH	0.00
soh/src/code/audio_sfx.c	data	8	D_8016C2E0	D_8016C2E0	BOTH	0.00
soh/src/code/audio_sfx.c	data	9	D_8016C6A0	D_8016C6A0	BOTH	0.00
soh/src/code/audio_sfx.c	data	10	D_8016C820	D_8016C820	BOTH	0.00
soh/src/code/audio_sfx.c	data	11	D_8016C8B0	D_8016C8B0	BOTH	0.00
soh/src/code/audio_sfx.c	data	30	D_801333E4	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	32	D_801333EC	-	UNSAFE	0.00
soh/src/code/audio_sfx.c	data	33	D_801333F0	-	UNSAFE	0.00
soh/src/code/audio_synthesis.c	func	5	func_800DB03C	func_800DB03C	BOTH	0.00
soh/src/code/audio_synthesis.c	func	7	func_800DB2C0	func_800DB2C0	BOTH	0.00
soh/src/code/audio_synthesis.c	func	11	func_800DB4E4	func_800DB4E4	BOTH	0.00
soh/src/code/audio_synthesis.c	func	12	func_800DB680	func_800DB680	BOTH	0.00
soh/src/code/audio_synthesis.c	func	13	func_800DB828	func_800DB828	BOTH	0.00
soh/src/code/audio_synthesis.c	data	0	D_801304A0	sEnvMixerOp	MISMATCH	0.18
soh/src/code/audio_synthesis.c	data	1	D_801304A4	sEnvMixerLeftHaasDmemDests	MISMATCH	0.15
soh/src/code/audio_synthesis.c	data	2	D_801304A8	sEnvMixerRightHaasDmemDests	MISMATCH	0.15
soh/src/code/audio_synthesis.c	data	3	D_801304AC	sEnvMixerDefaultDmemDests	MISMATCH	0.17
soh/src/code/audio_synthesis.c	data	4	D_801304B0	D_801304B0	BOTH	0.00
soh/src/code/audio_synthesis.c	data	5	D_801304C0	sNumSamplesPerWavePeriod	MISMATCH	0.10
soh/src/code/audio_thread.c	func	31	func_800E64B0	AudioThread_Noop1Cmd	MISMATCH	0.32
soh/src/code/audio_thread.c	func	32	func_800E64F8	AudioThread_Noop1CmdZeroed	MISMATCH	0.33
soh/src/code/audio_thread.c	func	33	func_800E651C	AudioThread_Noop2Cmd	MISMATCH	0.37
soh/src/code/code_800FBCE0.c	-	-	-	-	NOFILE	0.00
soh/src/code/db_camera.c	func	7	func_800B3F94	func_800B3F94	BOTH	0.00
soh/src/code/db_camera.c	func	8	func_800B3FF4	func_800B3FF4	BOTH	0.00
soh/src/code/db_camera.c	func	9	func_800B404C	func_800B404C	BOTH	0.00
soh/src/code/db_camera.c	func	10	func_800B4088	func_800B4088	BOTH	0.00
soh/src/code/db_camera.c	func	11	func_800B41DC	func_800B41DC	BOTH	0.00
soh/src/code/db_camera.c	func	12	func_800B42C0	func_800B42C0	BOTH	0.00
soh/src/code/db_camera.c	func	13	func_800B4370	func_800B4370	BOTH	0.00
soh/src/code/db_camera.c	func	14	func_800B44E0	func_800B44E0	BOTH	0.00
soh/src/code/db_camera.c	func	33	func_800B91B0	func_800B91B0	BOTH	0.00
soh/src/code/db_camera.c	func	36	func_800BB03C	func_800BB03C	BOTH	0.00
soh/src/code/db_camera.c	func	37	func_800BB060	func_800BB060	BOTH	0.00
soh/src/code/db_camera.c	func	38	func_800BB06C	func_800BB06C	BOTH	0.00
soh/src/code/db_camera.c	data	2	D_8016110C	D_8016110C	BOTH	0.00
soh/src/code/db_camera.c	data	7	D_80161250	D_80161250	BOTH	0.00
soh/src/code/db_camera.c	data	9	D_801612EA	D_801612EA	BOTH	0.00
soh/src/code/debug_ctrlr2.c	-	-	-	-	NOFILE	0.00
soh/src/code/fault_drawer.c	data	3	D_8016B6C0	D_8016B6C0	BOTH	0.00
soh/src/code/graph.c	data	5	D_8012D230	D_8012D230	BOTH	0.00
soh/src/code/graph.c	data	6	D_8012D248	D_8012D248	BOTH	0.00
soh/src/code/math_fmod.c	-	-	-	-	NOFILE	0.00
soh/src/code/padutils.c	func	1	func_800FCB70	func_800FCB70	BOTH	0.00
soh/src/code/speed_meter.c	data	11	D_8016A578	D_8016A578	BOTH	0.00
soh/src/code/system_heap.c	-	-	-	-	NOFILE	0.00
soh/src/code/z_actor.c	func	66	func_8002DCE4	func_8002DCE4	BOTH	0.00
soh/src/code/z_actor.c	func	67	func_8002DD6C	func_8002DD6C	BOTH	0.00
soh/src/code/z_actor.c	func	68	func_8002DD78	func_8002DD78	BOTH	0.00
soh/src/code/z_actor.c	func	69	func_8002DDA8	func_8002DDA8	BOTH	0.00
soh/src/code/z_actor.c	func	70	func_8002DDE4	func_8002DDE4	BOTH	0.00
soh/src/code/z_actor.c	func	71	func_8002DDF4	func_8002DDF4	BOTH	0.00
soh/src/code/z_actor.c	func	75	func_8002DEEC	func_8002DEEC	BOTH	0.00
soh/src/code/z_actor.c	func	79	func_8002DF90	func_8002DF90	BOTH	0.00
soh/src/code/z_actor.c	func	80	func_8002DFA4	func_8002DFA4	BOTH	0.00
soh/src/code/z_actor.c	func	87	func_8002E234	func_8002E234	BOTH	0.00
soh/src/code/z_actor.c	func	88	func_8002E2AC	func_8002E2AC	BOTH	0.00
soh/src/code/z_actor.c	func	90	func_8002E830	func_8002E830	BOTH	0.00
soh/src/code/z_actor.c	func	91	func_8002EABC	func_8002EABC	BOTH	0.00
soh/src/code/z_actor.c	func	92	func_8002EB44	func_8002EB44	BOTH	0.00
soh/src/code/z_actor.c	func	93	func_8002EBCC	func_8002EBCC	BOTH	0.00
soh/src/code/z_actor.c	func	94	func_8002ED80	func_8002ED80	BOTH	0.00
soh/src/code/z_actor.c	func	117	func_8002F5C4	func_8002F5C4	BOTH	0.00
soh/src/code/z_actor.c	func	135	func_8002F9EC	func_8002F9EC	BOTH	0.00
soh/src/code/z_actor.c	func	136	func_8002FA60	func_8002FA60	BOTH	0.00
soh/src/code/z_actor.c	func	138	func_80030488	func_80030488	BOTH	0.00
soh/src/code/z_actor.c	func	153	func_80031B14	func_80031B14	BOTH	0.00
soh/src/code/z_actor.c	func	154	func_80031C3C	func_80031C3C	BOTH	0.00
soh/src/code/z_actor.c	func	174	func_80033480	func_80033480	BOTH	0.00
soh/src/code/z_actor.c	func	176	func_80033684	func_80033684	BOTH	0.00
soh/src/code/z_actor.c	func	183	func_80033AEC	func_80033AEC	BOTH	0.00
soh/src/code/z_actor.c	func	184	func_80033C30	func_80033C30	BOTH	0.00
soh/src/code/z_actor.c	func	191	func_8003424C	func_8003424C	BOTH	0.00
soh/src/code/z_actor.c	func	193	func_800342EC	func_800342EC	BOTH	0.00
soh/src/code/z_actor.c	func	194	func_8003435C	func_8003435C	BOTH	0.00
soh/src/code/z_actor.c	func	200	func_80034B28	func_80034B28	BOTH	0.00
soh/src/code/z_actor.c	func	201	func_80034B54	func_80034B54	BOTH	0.00
soh/src/code/z_actor.c	func	202	func_80034BA0	func_80034BA0	BOTH	0.00
soh/src/code/z_actor.c	func	203	func_80034CC4	func_80034CC4	BOTH	0.00
soh/src/code/z_actor.c	func	208	func_80035124	func_80035124	BOTH	0.00
soh/src/code/z_actor.c	func	209	func_800353E8	func_800353E8	BOTH	0.00
soh/src/code/z_actor.c	func	211	func_800354B4	func_800354B4	BOTH	0.00
soh/src/code/z_actor.c	func	212	func_8003555C	func_8003555C	BOTH	0.00
soh/src/code/z_actor.c	func	213	func_800355B8	func_800355B8	BOTH	0.00
soh/src/code/z_actor.c	func	214	func_800355E4	func_800355E4	BOTH	0.00
soh/src/code/z_actor.c	func	218	func_80035844	func_80035844	BOTH	0.00
soh/src/code/z_actor.c	func	219	func_800358DC	func_800358DC	BOTH	0.00
soh/src/code/z_actor.c	func	220	func_800359B8	func_800359B8	BOTH	0.00
soh/src/code/z_actor.c	func	221	func_80035B18	func_80035B18	BOTH	0.00
soh/src/code/z_actor.c	func	237	func_80035BFC	func_80035BFC	BOTH	0.00
soh/src/code/z_actor.c	func	238	func_80036E50	func_80036E50	BOTH	0.00
soh/src/code/z_actor.c	func	239	func_800374E0	func_800374E0	BOTH	0.00
soh/src/code/z_actor.c	func	240	func_80037C30	func_80037C30	BOTH	0.00
soh/src/code/z_actor.c	func	241	func_80037C5C	func_80037C5C	BOTH	0.00
soh/src/code/z_actor.c	func	242	func_80037C94	func_80037C94	BOTH	0.00
soh/src/code/z_actor.c	func	243	func_80037CB8	func_80037CB8	BOTH	0.00
soh/src/code/z_actor.c	func	244	func_80037D98	func_80037D98	BOTH	0.00
soh/src/code/z_actor.c	data	13	D_80115FF0	D_80115FF0	BOTH	0.00
soh/src/code/z_actor.c	data	14	D_8015BBA8	D_8015BBA8	BOTH	0.00
soh/src/code/z_actor.c	data	16	D_8015BC00	D_8015BC00	BOTH	0.00
soh/src/code/z_actor.c	data	17	D_8015BC14	D_8015BC14	BOTH	0.00
soh/src/code/z_actor.c	data	18	D_8015BC18	D_8015BC18	BOTH	0.00
soh/src/code/z_actor.c	data	22	D_8015BBF0	D_8015BBF0	BOTH	0.00
soh/src/code/z_actor.c	data	24	D_8015BBF8	D_8015BBF8	BOTH	0.00
soh/src/code/z_actor.c	data	25	D_8015BBFC	D_8015BBFC	BOTH	0.00
soh/src/code/z_actor.c	data	26	D_801160A0	D_801160A0	BOTH	0.00
soh/src/code/z_actor.c	data	29	D_80116268	D_80116268	BOTH	0.00
soh/src/code/z_actor.c	data	30	D_80116274	D_80116274	BOTH	0.00
soh/src/code/z_actor.c	data	31	D_80116280	D_80116280	BOTH	0.00
soh/src/code/z_bgcheck.c	func	13	func_80038A28	func_80038A28	BOTH	0.00
soh/src/code/z_bgcheck.c	func	132	func_800418D0	func_800418D0	BOTH	0.00
soh/src/code/z_bgcheck.c	func	144	func_80041D70	func_80041D70	BOTH	0.00
soh/src/code/z_bgcheck.c	func	172	func_800425B0	func_800425B0	BOTH	0.00
soh/src/code/z_bgcheck.c	func	173	func_80042708	func_80042708	BOTH	0.00
soh/src/code/z_bgcheck.c	func	174	func_800427B4	func_800427B4	BOTH	0.00
soh/src/code/z_bgcheck.c	data	0	D_80119D90	D_80119D90	BOTH	0.00
soh/src/code/z_bgcheck.c	data	1	D_80119E10	D_80119E10	BOTH	0.00
soh/src/code/z_camera.c	func	6	func_80043ABC	func_80043ABC	BOTH	0.00
soh/src/code/z_camera.c	func	7	func_80043B60	func_80043B60	BOTH	0.00
soh/src/code/z_camera.c	func	13	func_80043F94	func_80043F94	BOTH	0.00
soh/src/code/z_camera.c	func	14	func_80044340	func_80044340	BOTH	0.00
soh/src/code/z_camera.c	func	33	func_80045508	func_80045508	BOTH	0.00
soh/src/code/z_camera.c	func	36	func_800458D4	func_800458D4	BOTH	0.00
soh/src/code/z_camera.c	func	37	func_80045B08	func_80045B08	BOTH	0.00
soh/src/code/z_camera.c	func	45	func_80046E20	func_80046E20	BOTH	0.00
soh/src/code/z_camera.c	func	125	func_80057FC4	func_80057FC4	BOTH	0.00
soh/src/code/z_camera.c	func	163	func_8005B198	func_8005B198	BOTH	0.00
soh/src/code/z_camera.c	data	0	D_8015CE50	-	UNSAFE	0.00
soh/src/code/z_camera.c	data	1	D_8015CE54	-	UNSAFE	0.00
soh/src/code/z_camera.c	data	2	D_8015CE58	-	UNSAFE	0.00
soh/src/code/z_camera_data.inc	-	-	-	-	NOFILE	0.00
soh/src/code/z_debug.c	func	2	func_8006376C	func_8006376C	BOTH	0.00
soh/src/code/z_debug.c	func	3	func_80063828	func_80063828	BOTH	0.00
soh/src/code/z_debug.c	func	4	func_8006390C	func_8006390C	BOTH	0.00
soh/src/code/z_debug.c	func	5	func_80063C04	func_80063C04	BOTH	0.00
soh/src/code/z_debug.c	func	6	func_80063D7C	func_80063D7C	BOTH	0.00
soh/src/code/z_debug.c	data	0	D_8015FA94	D_8015FA94	BOTH	0.00
soh/src/code/z_debug.c	data	1	D_8015FA98	D_8015FA98	BOTH	0.00
soh/src/code/z_debug.c	data	2	D_8011E0B0	D_8011E0B0	BOTH	0.00
soh/src/code/z_demo.c	func	16	func_80065134	func_80065134	BOTH	0.00
soh/src/code/z_demo.c	func	25	func_80068C3C	func_80068C3C	BOTH	0.00
soh/src/code/z_demo.c	func	29	func_80069048	func_80069048	BOTH	0.00
soh/src/code/z_demo.c	func	30	func_8006907C	func_8006907C	BOTH	0.00
soh/src/code/z_demo.c	data	12	D_8015FCCC	D_8015FCCC	BOTH	0.00
soh/src/code/z_demo.c	data	13	D_8015FCD0	D_8015FCD0	BOTH	0.00
soh/src/code/z_demo.c	data	14	D_8015FCE4	D_8015FCE4	BOTH	0.00
soh/src/code/z_eff_blure.c	data	0	D_80115788	D_80115788	BOTH	0.00
soh/src/code/z_eff_blure.c	data	1	D_8011578C	D_8011578C	BOTH	0.00
soh/src/code/z_eff_blure.c	data	2	D_801157CC	D_801157CC	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	0	func_80026230	func_80026230	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	1	func_80026400	func_80026400	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	2	func_80026608	func_80026608	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	3	func_80026690	func_80026690	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	4	func_80026860	func_80026860	BOTH	0.00
soh/src/code/z_eff_ss_dead.c	func	5	func_80026A6C	func_80026A6C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	2	func_8002829C	func_8002829C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	3	func_80028304	func_80028304	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	4	func_8002836C	func_8002836C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	5	func_800283D4	func_800283D4	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	6	func_8002843C	func_8002843C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	7	func_800284A4	func_800284A4	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	8	func_80028510	func_80028510	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	9	func_8002857C	func_8002857C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	10	func_800285EC	func_800285EC	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	11	func_8002865C	func_8002865C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	12	func_800286CC	func_800286CC	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	13	func_8002873C	func_8002873C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	14	func_800287AC	func_800287AC	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	15	func_8002881C	func_8002881C	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	16	func_80028858	func_80028858	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	17	func_80028894	func_80028894	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	18	func_80028990	func_80028990	BOTH	0.00
soh/src/code/z_effect_soft_sprite_old_init.c	func	19	func_80028A54	func_80028A54	BOTH	0.00
soh/src/code/z_en_item00.c	func	4	func_8001DFC8	func_8001DFC8	BOTH	0.00
soh/src/code/z_en_item00.c	func	5	func_8001E1C8	func_8001E1C8	BOTH	0.00
soh/src/code/z_en_item00.c	func	6	func_8001E304	func_8001E304	BOTH	0.00
soh/src/code/z_en_item00.c	func	16	func_8001F404	func_8001F404	BOTH	0.00
soh/src/code/z_kaleido_scope_call.c	data	1	D_8016139C	D_8016139C	BOTH	0.00
soh/src/code/z_kankyo.c	func	1	func_8006F0A0	-	UNSAFE	0.00
soh/src/code/z_kankyo.c	data	6	D_8011FB44	sSunScreenDepth	MISMATCH	0.29
soh/src/code/z_kankyo.c	data	7	D_8011FB48	sTimeBasedLightConfigs	MISMATCH	0.37
soh/src/code/z_kankyo.c	data	8	D_8011FC1C	gTimeBasedSkyboxConfigs	MISMATCH	0.36
soh/src/code/z_kankyo.c	data	27	D_8015FDB0	-	UNSAFE	0.00
soh/src/code/z_message_PAL.c	data	10	D_8014B30C	D_8014B30C	BOTH	0.00
soh/src/code/z_message_PAL.c	data	33	D_80153D7C	D_80153D7C	BOTH	0.00
soh/src/code/z_onepointdemo_data.inc	-	-	-	-	NOFILE	0.00
soh/src/code/z_parameter.c	func	2	func_80082644	func_80082644	BOTH	0.00
soh/src/code/z_parameter.c	func	3	func_8008277C	func_8008277C	BOTH	0.00
soh/src/code/z_parameter.c	func	4	func_80082850	func_80082850	BOTH	0.00
soh/src/code/z_parameter.c	func	5	func_80083108	func_80083108	BOTH	0.00
soh/src/code/z_parameter.c	func	12	func_800849EC	func_800849EC	BOTH	0.00
soh/src/code/z_parameter.c	func	15	func_80084BF4	func_80084BF4	BOTH	0.00
soh/src/code/z_parameter.c	func	30	func_80086D5C	func_80086D5C	BOTH	0.00
soh/src/code/z_parameter.c	func	55	func_8008A8B8	func_8008A8B8	BOTH	0.00
soh/src/code/z_parameter.c	func	56	func_8008A994	func_8008A994	BOTH	0.00
soh/src/code/z_play.c	func	5	func_800BC88C	func_800BC88C	BOTH	0.00
soh/src/code/z_play.c	func	20	func_800BFCB8	func_800BFCB8	BOTH	0.00
soh/src/code/z_play.c	func	41	func_800C09D8	func_800C09D8	BOTH	0.00
soh/src/code/z_play.c	func	50	func_800C0D34	func_800C0D34	BOTH	0.00
soh/src/code/z_play.c	func	51	func_800C0DB4	func_800C0DB4	BOTH	0.00
soh/src/code/z_play.c	data	4	D_801614B8	D_801614B8	BOTH	0.00
soh/src/code/z_play.c	data	6	D_8012D1F4	D_8012D1F4	BOTH	0.00
soh/src/code/z_player_lib.c	func	10	func_8008EC70	func_8008EC70	BOTH	0.00
soh/src/code/z_player_lib.c	func	16	func_8008EF30	func_8008EF30	BOTH	0.00
soh/src/code/z_player_lib.c	func	17	func_8008EF44	func_8008EF44	BOTH	0.00
soh/src/code/z_player_lib.c	func	28	func_8008F128	func_8008F128	BOTH	0.00
soh/src/code/z_player_lib.c	func	37	func_8008F2BC	func_8008F2BC	BOTH	0.00
soh/src/code/z_player_lib.c	func	40	func_8008F87C	func_8008F87C	BOTH	0.00
soh/src/code/z_player_lib.c	func	47	func_800906D4	func_800906D4	BOTH	0.00
soh/src/code/z_player_lib.c	func	54	func_80091738	func_80091738	BOTH	0.00
soh/src/code/z_player_lib.c	data	14	D_80126038	D_80126038	BOTH	0.00
soh/src/code/z_player_lib.c	data	15	D_80126050	D_80126050	BOTH	0.00
soh/src/code/z_player_lib.c	data	16	D_80126058	D_80126058	BOTH	0.00
soh/src/code/z_player_lib.c	data	17	D_80126060	D_80126060	BOTH	0.00
soh/src/code/z_player_lib.c	data	18	D_80126068	D_80126068	BOTH	0.00
soh/src/code/z_player_lib.c	data	19	D_80126070	D_80126070	BOTH	0.00
soh/src/code/z_player_lib.c	data	20	D_80126080	D_80126080	BOTH	0.00
soh/src/code/z_player_lib.c	data	21	D_8012608C	D_8012608C	BOTH	0.00
soh/src/code/z_player_lib.c	data	22	D_80126098	D_80126098	BOTH	0.00
soh/src/code/z_player_lib.c	data	23	D_801260A4	D_801260A4	BOTH	0.00
soh/src/code/z_player_lib.c	data	31	D_80126184	D_80126184	BOTH	0.00
soh/src/code/z_player_lib.c	data	32	D_80126190	D_80126190	BOTH	0.00
soh/src/code/z_rcp.c	func	19	func_80093C80	func_80093C80	BOTH	0.00
soh/src/code/z_rcp.c	func	51	func_800947AC	func_800947AC	BOTH	0.00
soh/src/code/z_rcp.c	func	65	func_80094E54	func_80094E54	BOTH	0.00
soh/src/code/z_rcp.c	func	66	func_80094E78	func_80094E78	BOTH	0.00
soh/src/code/z_rcp.c	func	75	func_80095974	func_80095974	BOTH	0.00
soh/src/code/z_rcp.c	data	2	D_80127030	D_80127030	BOTH	0.00
soh/src/code/z_rcp.c	data	3	D_80127060	D_80127060	BOTH	0.00
soh/src/code/z_room.c	func	0	func_80095AA0	func_80095AA0	BOTH	0.00
soh/src/code/z_room.c	func	5	func_80096680	func_80096680	BOTH	0.00
soh/src/code/z_room.c	func	6	func_80096A74	func_80096A74	BOTH	0.00
soh/src/code/z_room.c	func	7	func_80096B6C	func_80096B6C	BOTH	0.00
soh/src/code/z_room.c	func	8	func_80096F6C	func_80096F6C	BOTH	0.00
soh/src/code/z_room.c	data	0	D_801270A0	D_801270A0	BOTH	0.00
soh/src/code/z_room.c	data	1	D_801270B0	D_801270B0	BOTH	0.00
soh/src/code/z_scene_table.c	func	18	func_8009BEEC	func_8009BEEC	BOTH	0.00
soh/src/code/z_scene_table.c	func	32	func_8009D974	Scene_DrawConfigSpiritTemple	MISMATCH	0.61
soh/src/code/z_scene_table.c	data	3	D_8012A398	D_8012A398	BOTH	0.00
soh/src/code/z_skin.c	func	7	func_800A6394	func_800A6394	BOTH	0.00
soh/src/code/z_view.c	func	5	func_800AA358	-	UNSAFE	0.00
soh/src/code/z_view.c	func	6	func_800AA3F0	-	UNSAFE	0.00
soh/src/code/z_view.c	func	23	func_800AAA50	-	UNSAFE	0.00
soh/src/code/z_view.c	func	25	func_800AAA9C	-	UNSAFE	0.00
soh/src/code/z_view.c	func	26	func_800AB0A8	-	UNSAFE	0.00
soh/src/code/z_view.c	func	27	func_800AB2C4	-	UNSAFE	0.00
soh/src/code/z_view.c	func	28	func_800AB560	-	UNSAFE	0.00
soh/src/code/z_view.c	func	29	func_800AB944	-	UNSAFE	0.00
soh/src/code/z_view.c	func	30	func_800AB9EC	-	UNSAFE	0.00
soh/src/code/z_view.c	func	31	func_800ABE74	-	UNSAFE	0.00
soh/src/code/z_vismono.c	data	0	D_0F000000	D_0F000000	BOTH	0.00
soh/src/code/z_viszbuf.c	-	-	-	-	NOFILE	0.00
soh/src/code/z_vr_box.c	func	0	func_800ADBB0	func_800ADBB0	BOTH	0.00
